Unnamed: 0,y1,index_y,x1,index_x
0,30.61569404602062,2167,23.967159271240178,12961
1,31.610971450805778,56280,20.1990261077882,38386
2,31.293102264404297,58999,15.315693855285645,48709
3,32.90347290039068,65111,19.932636260986385,17038
4,31.030971527099723,4626,12.121251106262209,36585
5,31.76847267150885,55525,23.65125083923345,11267
6,30.900972366333065,3978,12.146806716919002,36714
7,32.060501098632926,18281,15.592638969421444,56884
8,31.72847175598156,9057,20.04402732849121,21831
9,31.213750839233512,59941,24.78180694580084,16049
10,32.19902801513672,9829,20.03763008117676,21884
11,32.10541534423834,18659,20.07310676574707,21665
12,32.001525878906364,46301,22.75263977050793,42415
13,30.69874763488769,2814,14.542917251586914,28445
14,31.750417709350643,8930,22.813192367553768,42596
15,32.81291580200195,50784,14.435694694519157,28067
16,30.63291740417486,2334,23.920972824096737,12344
17,31.456527709960994,57437,21.47624969482416,22501
18,32.90902709960943,65021,13.10736179351818,66596
19,31.2115268707276,59979,23.130695343017635,44564
20,30.362361907958984,6884,20.050693511962947,18745
21,31.08097267150879,4783,20.137916564941406,37980
22,31.31458282470703,21496,20.1137046813966,4271
23,32.25152587890631,40784,17.480972290039062,62477
24,32.03736114501959,18106,22.25736045837408,32937
25,31.34708595275879,58465,21.485694885253963,22538
26,32.374027252197266,39159,20.91680335998541,26422
27,32.93486022949219,32490,20.09791755676269,19544
28,32.17319488525402,11168,15.47208404541027,55808
29,31.802085876464844,8479,12.95273399353033,37733
30,32.7620849609375,29804,17.411806106567383,62179
31,31.151805877685547,4893,19.316806793213004,6302
32,32.51541519165045,28242,15.349860191345217,49288
33,32.561248779296875,25174,20.048749923706,19018
34,30.996805191040156,62691,20.094305038452266,19576
35,32.895416259765625,24262,24.38986206054699,14579
36,27.23331260681164,46189,11.586461067199709,33433
37,32.74236297607433,29987,25.132360458374137,9239
38,33.08874893188482,33890,14.907637596130428,46828
39,32.347637176513786,47992,21.68097305297863,23582
40,31.94708251953125,7780,21.955139160156364,24338
41,31.80597305297846,8468,25.130971908569396,9142
42,32.75347137451172,26939,18.230972290039062,51404
43,30.779861450195423,3324,23.082914352417102,40051
44,32.24013900756836,38194,24.08763885498047,13582
45,32.77180480957031,27370,23.08763885498047,40141
46,32.71875,30269,19.25486183166504,6106
47,30.8365268707276,64075,14.244305610656738,30946
48,30.783750534057617,3347,25.03375053405773,8140
49,32.04569625854504,18174,24.68763923645025,15703
50,30.339862823486328,5252,23.867361068725643,12065
51,32.880416870117244,66747,17.769306182861385,63342
52,32.2518043518067,40781,21.059028625488335,26982
53,32.24041748046875,40844,20.15680694580078,4691
54,32.564861297607536,25212,20.044862747192383,19069
55,32.7008895874024,30618,18.130310058593807,24714
56,32.43958282470709,46628,18.341806411743164,52146
57,32.676528930664176,26283,24.86958122253418,7321
58,32.804306030273494,41738,20.0820827484132,19392
59,30.288471221923945,5628,23.04369735717779,43386
60,32.82930374145508,65791,19.87597274780279,7078
61,30.395416259765625,54429,15.224305152893123,47840
62,29.642883300781307,49408,23.96902656555176,12546
63,30.82791519165039,3611,19.774858474731506,1473
64,31.0170841217041,4553,17.2943058013916,61735
65,31.04930496215832,62247,11.723751068115234,34749
66,30.416250228881893,502,12.11985969543457,36552
67,31.15263748168951,60983,19.46402549743658,6865
68,31.36652755737299,21805,23.310693740844783,10340
69,32.529026031494254,20776,23.0987491607666,43999
70,33.0759735107423,35046,24.28541755676281,14073
71,32.91069412231457,23982,23.125972747802848,43797
72,32.63541793823248,25896,17.91374969482422,63919
73,31.12347221374517,61340,20.331806182861328,39205
74,32.36375045776367,47780,20.144582748413143,38031
75,31.50235939025885,57059,18.8084716796875,5139
76,30.794582366943416,64463,14.087361335754396,30252
77,31.645971298217887,56088,11.70985984802246,34517
78,31.545974731445312,56772,15.431250572204704,55413
79,32.021251678466854,15755,18.33791732788092,52128
80,32.81624984741222,65902,11.670416831970217,33848
81,32.87347412109375,66618,19.63513946533203,659
82,32.749027252197266,42246,16.502639770507926,59891
83,32.72430419921875,30199,21.51458358764654,22759
84,31.996805191040156,14517,23.31827735900879,10167
85,31.8081951141358,55331,23.103471755981445,44039
86,30.851804733276367,3740,20.11902618408203,37847
87,31.70847129821783,9217,23.119581222534123,44417
88,30.568473815918026,1703,13.806528091430664,29456
89,31.15458106994629,60968,19.874584197998047,2319
90,32.87597274780285,66652,15.647621154785156,57398
91,26.99278259277349,46095,20.113473892212028,4267
92,32.12041854858404,19068,11.582847595214789,33407
93,31.22319221496593,59756,19.760694503784293,1356
94,32.83819580078125,66293,18.300416946411133,51913
95,31.07847213745129,61981,11.735972404480036,33987
96,31.16764068603527,4932,14.101528167724666,30286
97,31.007640838623104,4497,23.798194885253963,11653
98,31.252084732055664,59421,20.07319450378418,19297
99,31.43736267089855,57613,13.920694351196405,29689
100,30.502361297607425,53631,17.200138092041016,61499
101,32.015693664550724,17908,23.32020568847662,10379
102,31.655971527099663,56039,22.180141448974723,32744
103,31.796527862548885,8510,21.167638778686523,27276
104,31.280696868896428,59132,16.73286628723156,60261
105,22.39696121215826,49727,18.589862823486385,53733
106,31.730497360229435,55696,18.68041610717773,54326
107,30.747360229492188,51427,21.352361679077266,27762
108,32.00652694702154,13905,23.241249084472717,40956
109,32.86548995971691,65462,20.325416564941406,39157
110,32.666805267333984,31227,18.05041694641119,64228
111,31.807638168335014,55333,14.879028320312557,46772
112,32.79680633544922,29462,11.598876953125,45111
113,30.48541641235357,1041,24.28708267211914,16221
114,30.932916641235465,4130,25.146804809570312,9416
115,27.481872558593864,45587,15.97513866424572,49854
116,31.11097145080572,61498,23.1512508392334,44699
117,33.10541534423828,34489,15.52902793884283,56333
118,32.453472137451286,20183,22.406248092651367,41262
119,31.00152778625494,4477,11.69708347320568,34588
120,32.18180465698248,11314,19.880418777465763,2366
121,32.5279159545899,20759,23.10097312927252,43605
122,32.646251678466854,31393,19.92791748046875,17280
123,30.958749771118164,4279,22.79986381530773,42546
124,32.364860534668026,39070,15.417639732360897,55278
125,32.910137176513615,65046,19.9626407623291,16732
126,32.02402877807617,13476,18.600416183471737,53834
127,32.92625045776373,36475,15.82274913787836,49869
128,31.612638473510746,56270,13.785415649414176,29403
129,32.130973815918026,11950,12.619028091430664,51148
130,32.99236297607428,35936,19.899305343627987,2538
131,32.382915496826286,39225,22.477256774902344,41570
132,31.2344970703125,9705,24.98236083984375,7652
133,32.17855834960949,11271,15.13819503784191,47383
134,31.406528472900504,57902,15.240415573120174,47968
135,31.99958229064941,46311,20.074583053588924,3897
136,31.403194427490234,57931,19.833194732666016,1978
137,32.25570678710943,40767,23.237361907959095,40920
138,32.70458221435558,30556,25.005693435668945,7764
139,32.85930633544916,50287,12.05541801452648,36221
140,30.358472824096737,5110,14.60763931274414,28669
141,32.11041641235352,18953,20.03291702270508,18288
142,32.00541687011719,14023,14.424584388733024,28009
143,32.13513946533203,11926,22.53458595275885,41760
144,31.32958412170416,21565,20.933956146240234,26529
145,32.496528625488224,28648,13.19486331939703,64633
146,32.042915344238395,18161,13.21041774749756,64735
147,32.1031951904298,12577,20.39402770996088,20020
148,30.8673610687257,63817,14.756804466247672,46562
149,32.67430496215826,42929,25.105693817138672,8901
150,30.33958244323736,5253,21.63291740417486,23450
151,32.75708389282232,42174,14.467082977294922,28241
152,32.77069473266613,27142,23.12430763244629,43728
153,32.869583129882926,41185,21.012361526489315,26798
154,32.09097290039074,49221,12.867845535278434,37559
155,32.50180435180664,28444,24.566806793213004,15348
156,32.798751831054744,29376,11.537700653076286,49586
157,33.07569503784174,34066,14.206806182861383,30636
158,32.27624893188482,48489,22.860900878906307,33217
159,31.823194503784123,8388,22.872638702392635,42807
160,31.995138168335014,14782,23.08875083923345,40154
161,31.123750686645565,61323,17.02347183227539,60910
162,32.51208496093756,20631,17.05930519104004,61038
163,30.51430511474615,53145,14.670971870422363,28905
164,30.97486114501953,4356,23.09402847290039,40200
165,32.1109733581543,18642,21.19458389282238,27346
166,32.27513885498047,40697,14.33977031707775,31638
167,31.2587509155274,21236,12.450972557067928,50778
168,32.90541839599621,32091,24.047637939453185,13428
169,32.63097381591808,31510,15.598195075988826,56948
170,26.241699218750057,50193,21.306249618530387,27638
171,31.229583740234432,59677,23.603105545044,11136
172,31.438344955444336,57602,23.110137939453125,44350
173,32.494583129882926,44449,15.83680534362793,58424
174,33.074859619140625,34094,18.30180549621588,51927
175,32.78291702270502,29620,24.573749542236328,15371
176,32.00208282470709,14270,19.58597183227533,410
177,32.89180374145519,36823,18.18680572509777,64560
178,32.84430694580078,66349,23.82605361938477,11790
179,32.65097045898449,26045,20.13069534301769,37929
180,31.930593490600582,17514,9.874904632568304,45546
181,31.81374931335455,55301,11.796807289123592,34953
182,31.286247253418026,59074,9.962280273437557,37116
183,30.52124977111822,53071,24.975416183471797,7616
184,31.731788635253963,9036,18.88718223571772,5371
185,30.94014167785656,63251,11.727916717529297,33971
186,32.39902877807617,39338,20.06013870239252,3766
187,31.232084274292102,21122,21.811805725097656,23960
188,31.21708297729498,60138,19.9362525939942,17013
189,32.84430694580078,41371,23.18902778625494,40584
190,32.09708404541027,18578,23.083141326904297,40074
191,33.0440292358399,35436,22.21125030517584,32850
192,30.59763908386236,52513,13.151248931884822,66766
193,32.357082366943416,47847,19.999929428100582,18015
194,32.21152877807617,37974,20.667917251587028,25442
195,32.403472900390625,19774,16.71152877807623,60210
196,32.68569564819336,42840,25.031250000000057,8167
197,30.65069389343273,52124,13.413473129272404,65409
198,30.429307937622127,54145,16.11041641235346,59374
199,31.04846954345697,62269,19.595138549804744,442
200,32.438472747802734,46689,21.799861907958984,23924
201,30.472639083862305,53844,23.157360076904297,44783
202,30.62736129760748,52297,20.041805267334095,19081
203,33.0723609924317,34134,18.32234191894537,52044
204,31.6620826721192,56011,15.224026679992733,47864
205,32.27458190917969,40704,20.92124938964844,26443
206,32.907714843750114,32159,13.218471527099725,64797
207,31.318195343017635,58752,17.53675842285162,62637
208,31.265138626098743,21260,24.617639541626037,15494
209,26.308105468750117,50190,24.05736160278332,13471
210,32.68763732910168,42818,25.13902854919445,9369
211,32.605415344238395,31677,19.959861755371207,3072
212,32.43986129760748,46808,14.145694732666016,30411
213,31.99763870239269,17794,12.867083549499624,37556
214,32.20291519165039,37912,15.348751068115348,49265
215,31.21291732788092,60031,13.189306259155387,66934
216,31.680694580078185,9357,23.3354167938233,10430
217,31.022394180297795,62474,19.62708282470697,603
